Project Geographic District,Project Building Identifier,Project School Name,Project Type,Project Description,Project Phase Name,Project Status Name,Project Phase Actual Start Date,Project Phase Planned End Date,Project Phase Actual End Date,Project Budget Amount,Final Estimate of Actual Costs Through End of Phase Amount,Total Phase Actual Spending Amount,DSF Number(s),orcamento_base,custo_final,gasto_real,dt_inicio,dt_plan_fim,dt_real_fim,fator_custo,atraso_dias,duracao_plan,ano_inicio,alto_risco,distrito,borough,log_orcamento,esc_eletrica,esc_hvac,esc_estrutural,esc_seguranca,esc_acessibilidade
12,X061,P.S. 61 - BRONX,SCA CIP,FLOOD ELIMINATION / ROOFS / PARAPETS / EXTERIOR MASONRY,Design,Complete,2/15/2019,7/18/2019,5/17/2019,373090,340618,258477,"DSF0000884327, DSF0000884329, DSF0000884330, DSF0000884331",373090.0,340618.0,258477.0,2019-02-15,2019-07-18,2019-05-17,0.9129647002063845,-62,153,2019,0,12,Bronx,5.571813608721824,0,0,1,0,0
12,X061,P.S. 61 - BRONX,SCA CIP,FLOOD ELIMINATION / ROOFS / PARAPETS / EXTERIOR MASONRY,Scope,Complete,11/13/2018,4/2/2019,2/15/2019,95598,104750,104750,"DSF0000884327, DSF0000884329, DSF0000884330, DSF0000884331",95598.0,104750.0,104750.0,2018-11-13,2019-04-02,2019-02-15,1.0957342203811795,-46,140,2018,0,12,Bronx,4.9804488065224435,0,0,1,0,0
9,X063,P.S. 63 - BRONX,SCA CIP RESOA,FY18 RESO A AUDITORIUM UPGRADE / PATH OF TRAVEL RESO A AUDITORIUM UPGRADE,Design,Complete,12/10/2018,5/13/2019,5/14/2019,50700,62889,59525,"DSF0000866342, DSF0000912433",50700.0,62889.0,59525.0,2018-12-10,2019-05-13,2019-05-14,1.240414201183432,1,154,2018,1,9,Bronx,4.705007959333336,0,0,0,0,1
9,X064,THE WALTON AVENUE SCHOOL,SCA CIP,PARAPETS / FLOOD ELIMINATION / WINDOWS / EXTERIOR MASONRY / ROOFS,Scope,Complete,5/18/2020,11/13/2020,11/3/2020,174594,274668,159039,"DSF0000952964, DSF0000952961, DSF0000952965, DSF0000952966, DSF0001008582",174594.0,274668.0,159039.0,2020-05-18,2020-11-13,2020-11-03,1.5731812089762536,-10,179,2020,1,9,Bronx,5.242029314904115,0,0,1,0,0
7,X065,P.S. 65 - BRONX,SCA CIP RESOA,FY16 RESO A AUDITORIUM UPGRADE / EXTERIOR MASONRY / PARAPETS / ROOFING,Design,Complete,1/16/2019,6/18/2019,5/17/2019,370134,440067,432823,"DSF0000822351, DSF0000884419, DSF0000912407, DSF0000907260",370134.0,440067.0,432823.0,2019-01-16,2019-06-18,2019-05-17,1.1889396813046087,-32,153,2019,1,7,Bronx,5.568358980621108,0,0,1,0,0
7,X065,P.S. 65 - BRONX,SCA CIP RESOA,PATH OF TRAVEL RESO A AUDITORIUM,Design,Complete,1/21/2020,7/7/2020,6/9/2020,43458,43458,43458,DSF0000912915,43458.0,43458.0,43458.0,2020-01-21,2020-07-07,2020-06-09,1.0,-28,168,2020,0,7,Bronx,4.638069735584359,0,0,0,0,1
7,X065,P.S. 65 - BRONX,SCA CIP RESOA,PATH OF TRAVEL RESO A AUDITORIUM,Scope,Complete,8/5/2019,12/20/2019,12/10/2019,10864,10864,10864,DSF0000912915,10864.0,10864.0,10864.0,2019-08-05,2019-12-20,2019-12-10,1.0,-10,137,2019,0,7,Bronx,4.035989756936426,0,0,0,0,1
12,X067,P.S. 67 - BRONX,SCA CIP,ELECTRICAL WORK FOR A/C INITIATIVE / LL26 CODE COMPLIANCE/EXIT SIGN REPLACEMENT,Design,Complete,8/5/2019,1/8/2020,12/11/2019,20245,13306,13306,"DSF0000912128, DSF0000912922",20245.0,13306.0,13306.0,2019-08-05,2020-01-08,2019-12-11,0.6572487033835515,-28,156,2019,0,12,Bronx,4.306317781104433,1,0,0,0,0
12,X067,P.S. 67 - BRONX,SCA CIP,STH SBHC,Design,Complete,12/5/2018,5/29/2019,5/17/2019,162780,106297,91257,DSF0000890620,162780.0,106297.0,91257.0,2018-12-05,2019-05-29,2019-05-17,0.6530101978129992,-12,175,2018,0,12,Bronx,5.211601044145239,0,0,0,0,0
12,X067,P.S. 67 - BRONX,SCA CIP,FLOOD ELIMINATION / ROOFS / PARAPETS / WINDOWS / EXTERIOR MASONRY / TCU REMOVAL/PLAYGROUND REDEVELOPMENT / PAVED AREAS- CONCRETE / CAFETERIA FLOOR REPLACEMENT,Design,Complete,3/28/2019,8/12/2019,5/17/2019,1275345,593834,496220,"DSF0000884454, DSF0000884456, DSF0000884457, DSF0000884458, DSF0000884459, DSF0000911807, DSF0000912446, DSF0000912512",1275345.0,593834.0,496220.0,2019-03-28,2019-08-12,2019-05-17,0.4656261639007484,-87,137,2019,0,12,Bronx,6.105627683851212,0,0,1,0,0
12,X067,P.S. 67 - BRONX,SCA CIP,STH SBHC,Scope,Complete,9/7/2018,2/6/2019,11/26/2018,40695,25148,25148,DSF0000890620,40695.0,25148.0,25148.0,2018-09-07,2019-02-06,2018-11-26,0.6179628947045092,-72,152,2018,0,12,Bronx,4.609541052817278,0,0,0,0,0
12,X067,P.S. 67 - BRONX,SCA CIP,FLOOD ELIMINATION / ROOFS / PARAPETS / WINDOWS / EXTERIOR MASONRY / TCU REMOVAL/PLAYGROUND REDEVELOPMENT / PAVED AREAS- CONCRETE / CAFETERIA FLOOR REPLACEMENT,Scope,Complete,10/10/2018,5/13/2019,3/28/2019,319702,250847,227932,"DSF0000884454, DSF0000884456, DSF0000884457, DSF0000884458, DSF0000884459, DSF0000911807, DSF0000912446, DSF0000912512",319702.0,250847.0,227932.0,2018-10-10,2019-05-13,2019-03-28,0.784627559414705,-46,215,2018,0,12,Bronx,5.504745353150784,0,0,1,0,0
11,X068,P.S. 68 - BRONX,SCA CIP,FACADE/MASONRY / ROOFS / PARAPETS,Design,Complete,2/5/2020,7/7/2020,6/30/2020,280057,274381,260380,"DSF0000912612, DSF0000953049, DSF0000960795",280057.0,274381.0,260380.0,2020-02-05,2020-07-07,2020-06-30,0.979732697272341,-7,153,2020,0,11,Bronx,5.447246432292673,0,0,1,0,0
11,X068,P.S. 68 - BRONX,SCA CIP,FACADE/MASONRY / ROOFS / PARAPETS,Scope,Complete,7/29/2019,12/13/2019,1/23/2020,56011,98932,98932,"DSF0000912612, DSF0000953049, DSF0000960795",56011.0,98932.0,98932.0,2019-07-29,2019-12-13,2020-01-23,1.7662959061612897,41,137,2019,1,11,Bronx,4.748273326473508,0,0,1,0,0
8,X069,P.S. 69 - BRONX,SCA CIP,WINDOWS / EXTERIOR MASONRY,Scope,Complete,6/19/2019,11/4/2019,11/1/2019,10252,11175,7109,"SCA0000057329, DSF0000960627",10252.0,11175.0,7109.0,2019-06-19,2019-11-04,2019-11-01,1.0900312134217713,-3,138,2019,0,8,Bronx,4.010808597512207,0,0,1,0,0
8,X071,P.S. 71 - BRONX,SCA CIP,ELECTRICAL WORK FOR A/C INITIATIVE / LL26 CODE COMPLIANCE/EXIT SIGN REPLACEMENT,Design,Complete,7/8/2019,12/9/2019,12/3/2019,28065,7158,7158,"DSF0000912039, DSF0000912774",28065.0,7158.0,7158.0,2019-07-08,2019-12-09,2019-12-03,0.25505077498663814,-6,154,2019,0,8,Bronx,4.448165046555691,1,0,0,0,0
8,X071,P.S. 71 - BRONX,SCA CIP,TCU REMOVAL/PLAYGROUND REDEVELOPMENT,Scope,Complete,7/29/2019,10/28/2019,10/29/2019,31506,72641,72641,DSF0000912613,31506.0,72641.0,72641.0,2019-07-29,2019-10-28,2019-10-29,2.305624325525297,1,91,2019,1,8,Bronx,4.498393268670701,0,0,0,0,0
8,X071,P.S. 71 - BRONX,SCA CIP RESOA,FY17 RESO A AUDITORIUM UPGRADE,Design,Complete,7/29/2019,12/31/2019,12/30/2019,42000,56224,56224,DSF0000844951,42000.0,56224.0,56224.0,2019-07-29,2019-12-31,2019-12-30,1.3386666666666667,-1,155,2019,1,8,Bronx,4.623249290397901,0,0,0,0,0
9,X073,P.S. 73 - BRONX,SCA CIP,ELECTRICAL WORK FOR A/C INITIATIVE,Design,Complete,6/24/2019,11/25/2019,9/18/2019,15300,11588,11588,DSF0000912129,15300.0,11588.0,11588.0,2019-06-24,2019-11-25,2019-09-18,0.7573856209150327,-68,154,2019,0,9,Bronx,4.184691430817598,1,0,0,0,0
8,X074,I.S. 424 - BRONX,SCA CIP,FLOOD ELIMINATION / ROOFS / PARAPETS / EXTERIOR MASONRY,Scope,Complete,10/19/2018,3/11/2019,10/3/2019,180222,156895,156894,"DSF0000884587, DSF0000884588, DSF0000884589, DSF0000884590",180222.0,156895.0,156894.0,2018-10-19,2019-03-11,2019-10-03,0.8705651918189788,206,143,2018,1,8,Bronx,5.255807804930573,0,0,1,0,0
8,X075,P.S. 75 - BRONX,SCA CIP,ROOFS / PARAPETS / EXTERIOR MASONRY / FLOOD ELIMINATION / WINDOWS,Design,Complete,8/7/2019,1/15/2020,6/30/2020,1439074,821626,741132,"DSF0000961194, DSF0000907450, DSF0000907451, DSF0000907447, DSF0000912919",1439074.0,821626.0,741132.0,2019-08-07,2020-01-15,2020-06-30,0.5709407577372672,167,161,2019,1,8,Bronx,6.158083126782577,0,0,1,0,0
8,X075,P.S. 75 - BRONX,SCA CIP,ROOFS / PARAPETS / EXTERIOR MASONRY / FLOOD ELIMINATION / WINDOWS,Scope,Complete,10/24/2018,2/22/2019,4/8/2019,287815,321163,316187,"DSF0000961194, DSF0000907450, DSF0000907451, DSF0000907447, DSF0000912919",287815.0,321163.0,316187.0,2018-10-24,2019-02-22,2019-04-08,1.1158660945398955,45,121,2018,1,8,Bronx,5.459113424233909,0,0,1,0,0
8,X075,P.S. 75 - BRONX,SCA CIP RESOA,FY19 RESO A SUPPLEMENTAL COOLING,Design,Complete,12/3/2018,4/29/2019,3/8/2019,45000,47350,46678,DSF0000890952,45000.0,47350.0,46678.0,2018-12-03,2019-04-29,2019-03-08,1.0522222222222222,-52,147,2018,0,8,Bronx,4.653212513775344,0,0,0,0,0
11,X076,P.S. 76 - BRONX,SCA CIP,ROOFS / FLOOD ELIMINATION / PARAPETS / EXTERIOR MASONRY,Design,Complete,9/19/2018,2/25/2019,2/20/2019,307857,334774,334746,"DSF0000888834, DSF0000884629, DSF0000891025, DSF0000891026",307857.0,334774.0,334746.0,2018-09-19,2019-02-25,2019-02-20,1.087433451245221,-5,159,2018,0,11,Bronx,5.488349032953685,0,0,1,0,0
11,X076,P.S. 76 - BRONX,SCA CIP,ROOFS / FLOOD ELIMINATION / PARAPETS / EXTERIOR MASONRY,Scope,Complete,5/2/2018,9/17/2018,8/10/2018,80834,168907,159845,"DSF0000888834, DSF0000884629, DSF0000891025, DSF0000891026",80834.0,168907.0,159845.0,2018-05-02,2018-09-17,2018-08-10,2.089553900586387,-38,138,2018,1,11,Bronx,4.90759407001401,0,0,1,0,0
12,X077,P.S. 195 - BRONX,SCA Capacity,ADDITION,Design,Complete,9/25/2019,4/2/2020,5/21/2020,7862120,1406755,1339351,DSF0000798238,7862120.0,1406755.0,1339351.0,2019-09-25,2020-04-02,2020-05-21,0.17892820257131664,49,190,2019,0,12,Bronx,6.8955396681968795,0,0,0,0,0
12,X077,P.S. 195 - BRONX,SCA Capacity,ADDITION,Scope,Complete,4/25/2019,9/24/2019,9/24/2019,1747138,1032600,984877,DSF0000798238,1747138.0,1032600.0,984877.0,2019-04-25,2019-09-24,2019-09-24,0.5910237199351167,0,152,2019,0,12,Bronx,6.242327209660385,0,0,0,0,0
12,X077,P.S. 195 - BRONX,SCA CIP,DEMOLITION,Design,Complete,9/25/2019,4/2/2020,5/21/2020,74094,195336,195336,DSF0000798238,74094.0,195336.0,195336.0,2019-09-25,2020-04-02,2020-05-21,2.6363268280832455,49,190,2019,1,12,Bronx,4.869783041010452,0,0,0,0,0
12,X077,P.S. 196 - BRONX,SCA CIP,(PHASE II) EXISTING SCHOOL RENOVATION WORK,Design,Complete,2/5/2020,5/15/2020,8/17/2020,312189,294430,147449,DSF0000798238,312189.0,294430.0,147449.0,2020-02-05,2020-05-15,2020-08-17,0.9431145876376169,94,100,2020,1,12,Bronx,5.494417596601276,0,0,0,0,0
12,X077,P.S. 195 - BRONX,SCA CIP,DEMOLITION,Scope,Complete,11/26/2019,11/26/2019,11/26/2019,14819,136706,136706,DSF0000798238,14819.0,136706.0,136706.0,2019-11-26,2019-11-26,2019-11-26,9.225048923679061,0,0,2019,1,12,Bronx,4.1708188980336685,0,0,0,0,0
12,X077,P.S. 196 - BRONX,SCA CIP,(PHASE II) EXISTING SCHOOL RENOVATION WORK,Scope,Complete,2/5/2020,2/5/2020,2/5/2020,62438,196092,196092,DSF0000798238,62438.0,196092.0,196092.0,2020-02-05,2020-02-05,2020-02-05,3.1405874627630608,0,0,2020,1,12,Bronx,4.7954489833898215,0,0,0,0,0
11,X078,P.S. 78 - BRONX,SCA CIP,FLOOD ELIMINATION / EXTERIOR MASONRY / PARAPETS,Design,Complete,3/28/2018,8/27/2018,12/5/2018,732612,376070,310824,"DSF0000840069, DSF0000884673, DSF0000888963",732612.0,376070.0,310824.0,2018-03-28,2018-08-27,2018-12-05,0.5133276550206658,100,152,2018,1,11,Bronx,5.864874028020992,0,0,1,0,0
11,X078,P.S. 78 - BRONX,SCA CIP,FLOOD ELIMINATION / EXTERIOR MASONRY / PARAPETS,Scope,Complete,6/21/2016,11/4/2016,12/15/2017,184942,213076,200563,"DSF0000840069, DSF0000884673, DSF0000888963",184942.0,213076.0,200563.0,2016-06-21,2016-11-04,2017-12-15,1.1521233684073926,406,136,2016,1,11,Bronx,5.267035549866072,0,0,1,0,0
10,X079,I.S. 447 - BRONX,SCA CIP RESOA,FY19 RESO A IPDVS CAMERA INSTALLATION,Design,Complete,9/5/2019,3/5/2020,3/10/2020,30900,11846,11846,DSF0000890982,30900.0,11846.0,11846.0,2019-09-05,2020-03-05,2020-03-10,0.38336569579288027,5,182,2019,0,10,Bronx,4.489958479424835,0,0,0,0,0
10,X081,P.S. 81 - BRONX,SCA CIP,WATER INFILTRATION,Design,Complete,1/24/2019,6/25/2019,5/17/2019,268020,186714,148651,DSF0000889293,268020.0,186714.0,148651.0,2019-01-24,2019-06-25,2019-05-17,0.6966420416386837,-39,152,2019,0,10,Bronx,5.428167202855482,0,0,0,0,0
10,X081,P.S. 81 - BRONX,SCA CIP,WATER INFILTRATION,Scope,Complete,6/12/2018,10/26/2018,1/24/2019,67005,144906,144271,DSF0000889293,67005.0,144906.0,144271.0,2018-06-12,2018-10-26,2019-01-24,2.1626147302440115,90,136,2018,1,10,Bronx,4.826107211527519,0,0,0,0,0
10,X081,P.S. 81 - BRONX,SCA CIP RESOA,FY20 RESO A IPDVS CAMERA INSTALLATION,Design,Complete,2/5/2020,7/30/2020,5/14/2020,24000,25230,25230,DSF0000913497,24000.0,25230.0,25230.0,2020-02-05,2020-07-30,2020-05-14,1.05125,-77,176,2020,0,10,Bronx,4.380211241711606,0,0,0,0,0
9,X082,I.S. 232 - BRONX,SCA CIP,ROOFS / PARAPETS / EXTERIOR MASONRY,Design,Complete,5/16/2018,10/17/2018,12/17/2018,836518,575680,501190,"DSF0000862088, DSF0000889084, DSF0000884745",836518.0,575680.0,501190.0,2018-05-16,2018-10-17,2018-12-17,0.6881860282743467,61,154,2018,0,9,Bronx,5.922475290446732,0,0,1,0,0
9,X082,I.S. 232 - BRONX,SCA CIP,IPDVS CAMERA INSTALLATION,Design,Complete,6/19/2020,12/16/2020,12/9/2020,20652,11436,11436,DSF0000960752,20652.0,11436.0,11436.0,2020-06-19,2020-12-16,2020-12-09,0.5537478210342824,-7,180,2020,0,9,Bronx,4.3149621163751855,0,0,0,0,0
9,X082,I.S. 232 - BRONX,SCA CIP,ROOFS / PARAPETS / EXTERIOR MASONRY,Scope,Complete,10/11/2017,3/1/2018,3/20/2018,210563,158437,137983,"DSF0000862088, DSF0000889084, DSF0000884745",210563.0,158437.0,137983.0,2017-10-11,2018-03-01,2018-03-20,0.752444636522086,19,141,2017,0,9,Bronx,5.323382059596115,0,0,1,0,0
11,X083,P.S. 83 - BRONX,SCA CIP RESOA,FY19 RESO A GYMNASIUM UPGRADE,Design,Complete,8/6/2019,12/23/2019,6/30/2020,24000,37188,26982,DSF0000890722,24000.0,37188.0,26982.0,2019-08-06,2019-12-23,2020-06-30,1.5495,190,139,2019,1,11,Bronx,4.380211241711606,0,0,0,0,0
12,X084,X811 SPED - BRONX,SCA CIP,PARTIAL ACCESSIBILITY,"CM,F&E",Complete,8/12/2019,5/7/2020,10/20/2020,139790,181350,177559,DSF0000867087,139790.0,181350.0,177559.0,2019-08-12,2020-05-07,2020-10-20,1.297303097503398,166,269,2019,1,12,Bronx,5.14547610488496,0,0,0,0,1
12,X084,X811 SPED - BRONX,SCA CIP,PARTIAL ACCESSIBILITY,Construction,Complete,8/12/2019,5/7/2020,10/20/2020,2246625,2269650,1853336,DSF0000867087,2246625.0,2269650.0,1853336.0,2019-08-12,2020-05-07,2020-10-20,1.0102487063929226,166,269,2019,1,12,Bronx,6.351530587318084,0,0,0,0,1
12,X084,X811 SPED - BRONX,SCA CIP,PARTIAL ACCESSIBILITY,Design,Complete,4/11/2018,9/26/2018,5/17/2019,119820,77221,70475,DSF0000867087,119820.0,77221.0,70475.0,2018-04-11,2018-09-26,2019-05-17,0.6444750459021866,233,168,2018,1,12,Bronx,5.078529315254346,0,0,0,0,1
12,X084,X811 SPED - BRONX,SCA CIP,PARTIAL ACCESSIBILITY,Scope,Complete,11/16/2017,4/5/2018,4/3/2018,29955,19116,19116,DSF0000867087,29955.0,19116.0,19116.0,2017-11-16,2018-04-05,2018-04-03,0.6381572358537807,-2,140,2017,0,12,Bronx,4.476469323926384,0,0,0,0,1
10,X085,P.S. 85 - BRONX,SCA CIP,EXTERIOR MASONRY / PARAPETS / ROOFS / SECURITY LIGHTING / FLOOD ELIMINATION / CAFETERIA CEILING REPLACEMENT,Design,Complete,4/1/2015,8/31/2015,10/9/2015,731714,679224,612239,"DSF0000795070, DSF0000795069, DSF0000795068, DSF0000821925, DSF0000795066, DSF0000907656",731714.0,679224.0,612239.0,2015-04-01,2015-08-31,2015-10-09,0.928264321852527,39,152,2015,0,10,Bronx,5.864341364538081,1,0,1,1,0
10,X085,P.S. 85 - BRONX,SCA CIP,EXTERIOR MASONRY / PARAPETS / ROOFS / SECURITY LIGHTING / FLOOD ELIMINATION / CAFETERIA CEILING REPLACEMENT,Scope,Complete,7/15/2014,12/1/2014,11/21/2014,188493,139223,139205,"DSF0000795070, DSF0000795069, DSF0000795068, DSF0000821925, DSF0000795066, DSF0000907656",188493.0,139223.0,139205.0,2014-07-15,2014-12-01,2014-11-21,0.7386109829012218,-10,139,2014,0,10,Bronx,5.2752952265958095,1,0,1,1,0
11,X087,P.S. 87 - BRONX,SCA Capacity,ADDITION,Design,Complete,9/23/2019,3/30/2020,6/30/2020,4659669,1001682,953826,DSF0000889274,4659669.0,1001682.0,953826.0,2019-09-23,2020-03-30,2020-06-30,0.2149684881050564,92,189,2019,1,11,Bronx,6.668355067638694,0,0,0,0,0
11,X087,P.S. 87 - BRONX,SCA Capacity,ADDITION,Scope,Complete,4/30/2019,9/20/2019,9/20/2019,1035482,743722,722838,DSF0000889274,1035482.0,743722.0,722838.0,2019-04-30,2019-09-20,2019-09-20,0.7182374971269418,0,143,2019,0,11,Bronx,6.01514255386335,0,0,0,0,0
11,X087,P.S. 87 - BRONX,SCA CIP,DEMOLITION,Design,Complete,8/19/2019,11/1/2019,1/15/2020,111763,8260,8260,DSF0000889274,111763.0,8260.0,8260.0,2019-08-19,2019-11-01,2020-01-15,0.0739063912028131,75,74,2019,0,11,Bronx,5.048298050818717,0,0,0,0,0
11,X087,P.S. 87 - BRONX,SCA CIP,DEMOLITION,Scope,Complete,8/19/2019,8/19/2019,8/19/2019,22353,2065,2065,DSF0000889274,22353.0,2065.0,2065.0,2019-08-19,2019-08-19,2019-08-19,0.0923813358385899,0,0,2019,0,11,Bronx,4.349335818117248,0,0,0,0,0
9,X088,P.S. 88 - BRONX,SCA CIP,ELECTRICAL WORK FOR A/C INITIATIVE / LL26 CODE COMPLIANCE/EXIT SIGN REPLACEMENT,Design,Complete,9/3/2019,2/6/2020,1/31/2020,13056,7117,7117,"DSF0000912743, DSF0000914242",13056.0,7117.0,7117.0,2019-09-03,2020-02-06,2020-01-31,0.5451133578431373,-6,156,2019,0,9,Bronx,4.115810141409786,1,0,0,0,0
9,X088,P.S. 88 - BRONX,SCA CIP RESOA,FY20 RESO A AUDITORIUM UPGRADE,Design,Complete,2/28/2020,8/13/2020,5/14/2020,18000,11560,11560,DSF0000913500,18000.0,11560.0,11560.0,2020-02-28,2020-08-13,2020-05-14,0.6422222222222222,-91,167,2020,0,9,Bronx,4.2552725051033065,0,0,0,0,0
9,X090,THE FAMILY SCHOOL - BRONX,SCA CIP,ELECTRICAL WORK FOR A/C INITIATIVE,Design,Complete,7/24/2019,12/26/2019,12/30/2019,11418,4091,4091,DSF0000912132,11418.0,4091.0,4091.0,2019-07-24,2019-12-26,2019-12-30,0.3582939218777369,4,155,2019,0,9,Bronx,4.057590038670664,1,0,0,0,0
10,X091,P.S. 91 - BRONX,SCA CIP,ELECTRICAL WORK FOR A/C INITIATIVE,Design,Complete,8/20/2019,1/24/2020,1/15/2020,20427,9815,9815,DSF0000912766,20427.0,9815.0,9815.0,2019-08-20,2020-01-24,2020-01-15,0.4804915063396485,-9,157,2019,0,10,Bronx,4.310204588898006,1,0,0,0,0
10,X091,P.S. 91 - BRONX,SCA CIP RESOA,FY19 RESO A AUDITORIUM UPGRADE / PATH OF TRAVEL RESO A AUDITORIUM,Design,Complete,11/13/2019,2/13/2020,2/7/2020,114000,13654,13654,"DSF0000890953, DSF0000912624",114000.0,13654.0,13654.0,2019-11-13,2020-02-13,2020-02-07,0.1197719298245614,-6,92,2019,0,10,Bronx,5.056904851336473,0,0,0,0,1
10,X095,P.S. 344 - BRONX,SCA CIP RESOA,FY19 RESO A PLAYGROUND,Design,Complete,1/7/2019,5/22/2019,5/15/2019,30000,39972,13582,DSF0000890975,30000.0,39972.0,13582.0,2019-01-07,2019-05-22,2019-05-15,1.3324,-7,135,2019,1,10,Bronx,4.477121254719663,0,0,0,0,0
11,X097,P.S. 97 - BRONX,SCA Capacity,ADDITION,Design,Complete,7/31/2017,2/12/2018,3/9/2018,4556400,3054532,2184013,DSF0000798178,4556400.0,3054532.0,2184013.0,2017-07-31,2018-02-12,2018-03-09,0.6703827583179703,25,196,2017,0,11,Bronx,6.658621843187422,0,0,0,0,0
11,X097,P.S. 97 - BRONX,SCA Capacity,ADDITION,Scope,Complete,2/9/2017,7/3/2017,7/28/2017,1423875,871461,871108,DSF0000798178,1423875.0,871461.0,871108.0,2017-02-09,2017-07-03,2017-07-28,0.6120347642875955,25,144,2017,0,11,Bronx,6.153471864867516,0,0,0,0,0
12,X099,METROPOLITAN HS - BRONX,SCA CIP,WATER INFILTRATION / EXTERIOR MASONRY / PARAPETS,Scope,Complete,6/14/2019,10/30/2019,11/20/2019,21349,5250,5250,"DSF0000911189, DSF0000957572, DSF0000960881",21349.0,5250.0,5250.0,2019-06-14,2019-10-30,2019-11-20,0.2459131575249426,21,138,2019,0,12,Bronx,4.329377537222727,0,0,1,0,0
8,X101,I.S. 101 - BRONX,SCA CIP,WINDOW SILL ISSUE / ROOFS,Design,Complete,9/19/2018,2/25/2019,3/18/2019,380582,363696,360998,"DSF0000907906, DSF0000885074",380582.0,363696.0,360998.0,2018-09-19,2019-02-25,2019-03-18,0.9556311123489813,21,159,2018,0,8,Bronx,5.580448244052066,0,0,1,0,0
8,X101,P.S. 304 - BRONX,SCA CIP,PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL,Design,Complete,7/14/2017,12/15/2017,1/12/2018,397800,338941,321616,"DSF0000798384, DSF0000795357",397800.0,338941.0,321616.0,2017-07-14,2017-12-15,2018-01-12,0.8520387129210658,28,154,2017,0,8,Bronx,5.599664778788417,0,1,0,0,0
8,X101,P.S. 304 - BRONX,SCA CIP,PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL,Scope,Complete,5/15/2017,10/16/2017,7/7/2017,99450,104529,104529,"DSF0000798384, DSF0000795357",99450.0,104529.0,104529.0,2017-05-15,2017-10-16,2017-07-07,1.0510708898944192,-101,154,2017,0,8,Bronx,4.997604787460454,0,1,0,0,0
8,X101,I.S. 101 - BRONX,SCA CIP,WINDOW SILL ISSUE / ROOFS,Scope,Complete,11/30/2017,3/20/2018,6/29/2018,95145,101558,101225,"DSF0000907906, DSF0000885074",95145.0,101558.0,101225.0,2017-11-30,2018-03-20,2018-06-29,1.0674023858321509,101,110,2017,1,8,Bronx,4.978385970453145,0,0,1,0,0
11,X103,P.S. 103 - BRONX,SCA CIP,ELECTRICAL WORK FOR A/C INITIATIVE,Design,Complete,8/27/2019,1/31/2020,1/22/2020,34110,10534,10534,DSF0000912767,34110.0,10534.0,10534.0,2019-08-27,2020-01-31,2020-01-22,0.3088243916739959,-9,157,2019,0,11,Bronx,4.532881719407397,1,0,0,0,0
11,X103,P.S. 103 - BRONX,SCA CIP,PARAPET / EXTERIOR MASONRY / FLOOD ELIMINATION,Design,Complete,1/8/2018,6/8/2018,5/14/2018,379920,263870,262102,"DSF0000885117, DSF0000885118, DSF0000885114",379920.0,263870.0,262102.0,2018-01-08,2018-06-08,2018-05-14,0.6945409559907348,-25,151,2018,0,11,Bronx,5.579692156573962,0,0,1,0,0
11,X103,P.S. 103 - BRONX,SCA CIP,PARAPET / EXTERIOR MASONRY / FLOOD ELIMINATION,Scope,Complete,5/9/2017,11/9/2017,12/18/2017,94979,163919,161721,"DSF0000885117, DSF0000885118, DSF0000885114",94979.0,163919.0,161721.0,2017-05-09,2017-11-09,2017-12-18,1.7258446603986144,39,184,2017,1,11,Bronx,4.977627592738439,0,0,1,0,0
9,X104,P.S. 199 - BRONX,SCA CIP,ELECTRICAL WORK FOR A/C INITIATIVE,Design,Complete,9/4/2019,2/7/2020,2/4/2020,22322,5683,5683,DSF0000912134,22322.0,5683.0,5683.0,2019-09-04,2020-02-07,2020-02-04,0.25459188244780934,-3,156,2019,0,9,Bronx,4.348733103798286,1,0,0,0,0
11,X108,P.S. 108 - BRONX,SCA Capacity,ADDITION,Scope,Complete,7/1/2019,12/2/2019,1/16/2020,886833,836527,747546,DSF0000911831,886833.0,836527.0,747546.0,2019-07-01,2019-12-02,2020-01-16,0.9432745511274389,45,154,2019,0,11,Bronx,5.94784184530313,0,0,0,0,0
11,X108,P.S. 108 - BRONX,SCA CIP,DEMOLITION,Scope,Complete,12/19/2019,12/19/2019,12/19/2019,15450,1015,1015,DSF0000911831,15450.0,1015.0,1015.0,2019-12-19,2019-12-19,2019-12-19,0.0656957928802589,0,0,2019,0,11,Bronx,4.188928483760853,0,0,0,0,0
9,X109,P.S. 109 - BRONX,SCA CIP,ELECTRICAL WORK FOR A/C INITIATIVE,Design,Complete,6/24/2019,11/25/2019,12/3/2019,54636,11164,11164,DSF0000911985,54636.0,11164.0,11164.0,2019-06-24,2019-11-25,2019-12-03,0.2043341386631525,8,154,2019,0,9,Bronx,4.737478896355815,1,0,0,0,0
9,X109,P.S. 109 - BRONX,SCA CIP,ELECTRICAL WORK FOR A/C INITIATIVE,Scope,Complete,6/3/2019,10/2/2019,6/24/2019,12141,2784,2784,DSF0000911985,12141.0,2784.0,2784.0,2019-06-03,2019-10-02,2019-06-24,0.2293056585124784,-100,121,2019,0,9,Bronx,4.0842544591112295,1,0,0,0,0
